Pasal,Isi,Bab,Bagian
Pasal 857,"Pembagian dan apa yang menurut pasal-pasal tersebut di atas menjadi bagian saudara perempuan dan laki-laki, dilakukan antara mereka menurut bagian-bagian yang sama, bila mereka berasal dan perkawinan yang sama bila mereka dilahirkan dan berbagai perkawinan, maka apa yang mereka warisi harus dibagi menjadi dua bagian yang sama, antara garis bapak dengan garis ibu dan orang dan orang yang meninggal itu  saudara-saudara sebapak seibu memperoleh bagian mereka dan kedua garis, dan yang sebapak saja atau yang seibu saja hanya dan garis di mana mereka termasuk. Bila hanya ada saudara tiri laki-laki atau perempuan dan salah satu garis saja, mereka mendapat seluruh harta peninggalan, dengan mengesampingkan semua keluarga sedarah lainnya dan garis yang lain.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Para Keluarga Sedarah Yang Sah Dan Suami Atau Isteri Yang Hidup Terlama
Pasal 858,"Bila tidak ada saudara laki-laki dan perempuan dan juga tidak ada keluarga sedarah yang masih hidup dalam salah satu garis ke atas, maka separuh harta peninggalan itu menjadi bagian dan keluarga sedarah dalam garis ke atas yang masih hidup, sedangkan yang separuh lagi menjadi bagian keluarga sedarah dalam garis ke samping dan garis ke atas lainnya, kecuali dalam hal yang tercantum dalam pasal berikut.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Para Keluarga Sedarah Yang Sah Dan Suami Atau Isteri Yang Hidup Terlama
Pasal 859,"Bapak atau ibu yang hidup terlama mewarisi seluruh harta peninggalan anaknya yang meninggal tanpa meninggalkan keturunan, suami atau isteri, saudara laki-laki atau perempuan.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Para Keluarga Sedarah Yang Sah Dan Suami Atau Isteri Yang Hidup Terlama
Pasal 860,"Sebutan saudara laki-laki dan saudara perempuan yang terdapat dalam bagian ini, selalu mencakup juga keturunan sah mereka masing-masing.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Para Keluarga Sedarah Yang Sah Dan Suami Atau Isteri Yang Hidup Terlama
Pasal 861,"Keluarga-keluarga sedarah yang hubungannya dengan yang meninggal dunia itu lebih jauh dan derajat keenam dalam garis ke samping, tidak mendapat warisan. Bila dalam garis yang satu tidak ada keluarga sedarah dalam derajat yang mengizinkan untuk mendapat warisan, maka keluarga-keluarga sedarah dalam garis yang lain memperoleh seluruh warisan.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Para Keluarga Sedarah Yang Sah Dan Suami Atau Isteri Yang Hidup Terlama
Pasal 862,"Bila yang meninggal dunia meninggalkan anak-anak di luar kawin yang telah diakui secara sah menurut undang-undang, maka harta peninggalannya dibagi dengan cara yang ditentukan dalam pasal-pasal berikut.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 863,"Bila yang meninggal itu meninggalkan keturunan sah menurut undang-undang atau suami atau isteri, maka anak-anak di luar kawin itu mewarisi sepertiga dan bagian yang sedianya mereka terima, seandainya mereka adalah anak-anak sah menurut undang-undang  mereka mewarisi separuh dan harta peninggalan, bila yang meninggal itu tidak meninggalkan keturunan,suami atau istri, tetapi meninggalkan keluarga sedarah dalam garis ke atas, atau saudara laki-laki dan perempuan atau keturunan-keturunan mereka, dan tiga perempat bila hanya tinggal keluarga sedarah yang masih hidup dalam derajat yang lebih jauh lagi.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 864,"Dalam segala ha! yang termaksud dalam pasal yang lalu, sisa harta peninggalan itu harus dibagi di antara para ahli waris yang sah menurut undang-undang dengan cara yang ditentukan dalam Bagian 2 bab ini.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 865,"Bila yang meninggal itu tidak meninggalkan ahli waris yang sah menurut undang-undang, maka anak-anak di luar kawin itu mewarisi harta peninggalan itu seluruhnya.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 866,"Bila anak di luar kawin itu meninggal lebih dahulu, maka anak-anaknya dan keturunan yang sah menurut undang-undang berhak menuntut keuntungan-keuntungan yang diberikan kepada mereka menurut Pasal 863 dan 865.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 867,Ketentuan-ketentuan tersebut di atas mi tidak berlaku bagi anak-anak yang lahir dan perzinaan atau penodaan darah. Undang-undang hanya memberikan nafkah seperlunya kepada mereka.,"Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 868,Nafkah itu diatur sesuai dengan kemampuan bapak atau ibu atau menurut jumlah dan keadaan para ahli waris yang sah menurut undang-undang.,"Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 869,"Bila bapaknya atau ibunya sewaktu hidup telah memberikan jaminan nafkah seperlunya untuk anak yang lahir dan perzinaan atau penodaan darah, maka anak itu tidak mempunyai hak lebih lanjut untuk menuntut warisan dan bapak atau ibunya.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 870,"Warisan anak di luar kawin yang meninggal tanpa meninggalkan keturunan dan suami atau isteri, jatuh ke tangan bapaknya atau ibunya yang telah memberi pengakuan kepadanya, atau kepada mereka berdua, masing-masing separuh, bila dia telah diakui oleh kedua-duanya.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 871,"Dalam hal anak luar kawin meninggal dunia tanpa meninggalkan keturunan dan suami atau isteri, sedangkan kedua orangtuanya telah meninggal Iebih dahulu, maka barang-barang yang telah diperolehnya dan harta peninggalan orangtuanya bila masih berwujud harta peninggalan, jatuh kembali ke tangan keturunan sah bapaknya atau ibunya  hal mi berlaku juga terhadap hak-hak yang meninggal untuk menuntut kembali sesuatu seandainya sesuatu itu telah dijual dan harga pembeliannya masih terutang.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 872,"Undang-undang tidak memberikan hak apa pun kepada anak di luar kawin atas barang-barang dan keluarga sedarah kedua orangtuanya, kecuali dalam hal tercantum dalam pasal berikut.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 873,"Bila salah seorang dan keluarga sedarah tersebut meninggal dunia tanpa meninggalkan keluarga sedarah dalam derajat yang diperkenankan mendapat warisan dan tanpa meninggalkan suami atau isteri, maka anak di luar kawin yang diakui berhak menuntut seluruh warisan untuk diri sendiri dengan mengesampingkan negara.","Pewarisan Karena Kematian (Tidak Berlaku Bagi Golongan Timur Asing Bukan Tionghoa, Tetapi Berlaku Bagi Golongan Tionghoa)",Pewarisan Bila Ada Anak-Anak Di Luar Kawin
Pasal 874,"Segala harta peninggalan seseorang yang meninggal dunia, adalah kepunyaan para ahli warisnya menurut undang-undang, sejauh mengenai hal itu dia belum mengadakan ketetapan yang sah.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 875,"Surat wasiat atau testamen adalah sebuah akta berisi pernyataan seseorang tentang apa yang dikehendakinya terjadi setelah ia meninggal, yang dapat dicabut kembali olehnya.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 876,"Ketetapan-ketetapan dengan surat wasiat tentang harta benda dapat juga dibuat secara umum, dapat juga dengan alas hak umum, dan dapat juga dengan alas hak khusus.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 877,"Suatu ketetapan dengan surat wasiat untuk keuntungan keluarga-keluarga sedarah yang terdekat, atau darah terdekat dan pewaris, tanpa penjelasan lebih lanjut, dianggap telah dibuat untuk keuntungan para ahli warisnya menurut undang-undang.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 878,"Ketetapan dengan surat wasiat untuk kepentingan orang-orang miskin, tanpa penjelasan lebih lanjut, dianggap telah dibuat untuk kepentingan semua orang yang menyandang sengsara tanpa membedakan agama yang dianut, dalam lembaga fakir-miskin di tempat warisan itu terbuka.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 879,Pengangkatan ahli waris yang bersifat melompat atau substitusi fidelcommissaire adalah dilarang.,Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 880,"Dan larangan terhadap pengangkatan ahli waris dengan wasiat tersebut dalam pasal yang lalu, dikecualikan hal-hal yang diperbolehkan dalam Bagian 7 dan 8 bab ini.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 881,"Ketentuan, bahwa seorang pihak ketiga atau, dalam hal orang itu telah menrnggal, semua anaknya yang sah menurut hukum, baik yang telah lahir maupun yang akan dilahirkan, memperoleh seluruh atau sebagian dan apa yang masih tersisa dan suatu warisan atau hibah wasiat karena belum terjual atau terhabiskan oleh seorang ahli waris atau penerima hibah wasiat, bukanlah suatu pengangkatan ahli waris dengan wasiat yang terlarang terhabiskan oleh seorang ahli waris atau penerima hibah wasiat, bukanlah suatu pengangkatan ahli waris dengan wasiat yang terlarang. Dengan pengangkatan ahli waris itu atau pemberian hibah wasiat secara demikian, pewaris tidak boleh merugikan para ahli waris, yang berhak atas suatu bagian menurut undang- undang.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 882,"Ketetapan yang menentukan, bahwa seorang pihak ketiga mendapat hak warisan atau hibah wasiat dalam hal ahli waris atau penerima hibah wasiat tidak menikmatinya, berlaku sah.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 883,Juga berlaku sah suatu penetapan wasiat di mana hak pakai hasil diberikan kepada seseorang dan hak milik semata-mata diberikan kepada orang lain.,Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 884,"Ketentuan di mana diterangkan bahwa harta peninggalan atau hibah wasiat seluruhnya atau sebagian, tidak boleh dipindahtangankan, dianggap sebagai tidak tertulis.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 885,"Bila kata-kata sebuah surat wasiat telah jelas, maka surat itu tidak boleh ditafsirkan dengan menyimpang dan kata-kata itu.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 886,"Namun sebaliknya, bila kata-kata dalam surat itu dapat ditafsirkan secara berbeda-beda menurut berbagai pendapat, maka lebih baik diselidiki lebih dahulu apa kiranya maksud si pewaris, daripada berpegang daripada arti harfiah kata-kata itu secara berlawanan dengan maksud tersebut.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 887,"Dalam hal demikian, kata-kata itu juga harus ditafsirkan dalam arti yang paling sesuai dengan sifat penetapan itu dan pokok persoalannya, dan dengan cara yang sedemikian rupa sehingga penetapan itu dapat mencapai suatu pengaruh atau akibat.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 888,"Dalam semua surat wasiat, persyaratan yang tidak dapat dimengerti atau tidak mungkin dijalankan, atau bertentangan dengan undang-undang dan kesusilaan, dianggap tidak tertulis.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 889,"Persyaratan itu dianggap telah terpenuhi bila orang yang kiranya mempunyai kepentingan dalam hal tidak dipenuhinya persyaratan itu, telah menghalangi pemenuhan itu.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 890,"Penyebutan suatu alasan yang palsu harus dianggap tidak ditulis, kecuali bila dan wasiat itu ternyata bahwa pewaris itu tidak akan membuat wasiat itu, seandainya dia telah mengetahui kepalsuan alasan itu.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 891,"Penyebutan suatu alasan, baik yang benar maupun yang palsu, namun berlawanan dengan undang-undang atau kesusilaan, menjadikan pengangkatan ahli waris atau pemberian hibah wasiat yang batal.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 892,"Bila suatu beban yang tidak dapat dibagi-bagi dipikulkan kepada beberapa ahli waris atau penerima hibah wasiat, dan satu atau lebih dan mereka melepaskan warisan atau hibah wasiat itu, atau tidak cakap untuk memperolehnya, maka orang yang mau melaksanakan seluruh beban itu boleh menuntut bagian warisan yang untuk dirinya, dan menagih apa yang telah dibayarkan untuk yang lain.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 893,"Surat-surat wasiat yang dibuat akibat paksaan, penipuan atau akal licik adalah batal.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 894,"Bila oleh satu kecelakaan, atau pada hari yang sama, pewaris dan ahli waris atau penerima hibah wasiat atau orang yang sedianya mengganti mereka itu meninggal tanpa diketuahui siapa dan mereka yang meninggal lebih dulu, maka mereka dianggap telah meninggal pada saat yang sama, dan tidak terjadi peralihan hak-hak wasiat itu.",Surat Wasiat,Ketentuan-Ketentuan Umum
Pasal 895,"Untuk dapat membuat atau menarik kembali suatu wasiat, orang harus mempunyai kemampuan bernalar.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 896,"Setiap orang dapat membuat surat wasiat, dan dapat mengambil keuntungan dan surat wasiat, kecuali mereka yang menurut ketentuan-ketentuan bagian ini dinyatakan tidak cakap untuk itu.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 897,"Anak-anak di bawah umur yang belum mencapai umur delapan belas tahun penuh, tidak diperkenankan membuat surat wasiat.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 898,Kecakapan pewaris dinilai menurut keadaan pada saat surat wasiat dibuat.,Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 899,"Untuk dapat menikmati sesuatu berdasarkan surat wasiat, seseorang harus sudah ada pada saat pewaris meninggal, dengan mengindahkan peraturan yang ditetapkan dalam Pasal 2 undang- undang ini.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 900,"Setiap pemberian hibah dengan surat wasiat untuk kepentingan lembaga kemasyarakatan, badan keagamaan, gereja atau rumah fakir miskin tidak mempunyai akibat sebelum pemerintah atau penguasa yang ditunjuk oleh pemerintah memberi kuasa kepada para pengelola lembaga- lembaga itu untuk menerimanya.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 901,"Seorang suami atau isteri tidak dapat memperoleh keuntungan dan wasiat-wasiat isteri atau suaminya, bila perkawinannya dilaksanakan tanpa izin yang sah, dan si pewaris telah meninggal pada waktu keabsahan perkawinan itu masih dapat dipertengkarkan di Pengadilan karena persoalan tersebut.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 902,"Suami atau isteri yang mempunyai anak dari perkawinan yang terdahulu, dan melakukan perkawinan kedua atau berikutnya, tidak boleh memberikan dengan wasiat kepada suami atau isterii yang kemudian hak milik atas sejumlah barang yang lebih daripada apa yang menurut Bab 12 buku ini diberikan kepada orang yang tersebut terakhir.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 903,"Suami atau isteri hanya boleh menghibahwasiatkan barang-barang dan harta bersama, sekedar barang-barang itu termasuk bagian mereka masing-masing dalam harta bersama itu. Akan tetapi bila suatu barang dan harta bersama itu dihibahwasiatkan, penerima hibah wasiat tidak dapat menuntut barang itu dalam wujudnya, bila barang itu tidak diserahkan oleh pewaris kepada ahli waris sebagai bagian mereka. Dalam hal itu, penerima hibah wasiat harus diberi ganti rugi, yang diambil dan bagian harta bersama yang dibagikan kepada para ahli waris si pewaris, dan bila tidak mencukupi, diambil dan barang-barang pribadi para ahli waris.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 904,"Seorang anak di bawah umur, meskipun telah mencapai umur delapan belas tahun penuh, tidak boleh menghibahwasiatkan sesuatu untuk keuntungan walinya.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 905,"Anak di bawah umur tidak boleh menghibahwasiatkan sesuatu untuk keuntungan pengajarnya, pengasuhnya laki-laki atau perempuan yang tinggal bersamanya, atau gurunya laki-laki atau perempuan di tempat pemondokan anak di bawah umur itu.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 906,"Dokter, ahli penyembuhan, ahli obat-obatan dan orang-orang lain yang menjalankan ilmu penyembuhan, yang merawat seseorang selama ia menderita penyakit yang akhirnya menyebabkan ia meninggal, demikian pula pengabdi agama yang telah membantunya selama sakit, tidak boleh mengambil keuntungan dan wasiat-wasiat yang dibuat oleh orang itu selama ia sakit untuk kepentingan mereka.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 907,"Pasal yang lalu tidak berlaku dalam hal suami dan isteri mengadakan kawin rujuk, dan dari perkawinan yang dahulu mereka mempunyai anak-anak atau keturunan.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 908,"Bila bapak atau ibu, sewaktu meninggal, meninggalkan anak-anak sah dan anak-anak di luar kawin tetapi telah diakui menurut undang-undang, maka mereka yang terakhir in tak akan boleh menikmati warisan lebih dan apa yang diberikan kepada mereka menurut Bab 12 buku ini.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 909,"Pelaku perzinaan, baik laki-laki maupun perempuan, tidak boleh menikmati keuntungan apa pun dari wasiat kawan berzinanya, dan kawan berzina ini tidak boleh menikmati keuntungan apa pun dan wasiat pelaku, asal perzinaan itu sebelum meninggalnya pewaris, terbukti dan putusan Hakim yang telah mempunyai kekuatan hukum yang pasti.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 911,"Suatu ketetapan wasiat yang dibuat untuk keuntungan orang yang tidak cakap untuk mendapat warisan, adalah batal, sekalipun ketetapan itu dibuat dengan nama seorang perantara.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 912,"Orang yang dijatuhi hukuman karena telah membunuh pewaris, orang yang telah menggelapkan, memusnahkan atau memalsukan surat wasiat pewaris, atau orang yang dengan paksaan atau kekerasan telah menghalangi pewaris untuk mencabut atau mengubah surat wasiatnya, serta isteri atau suaminya dan anak-anakniya, tidak boleh menikmati suatu keuntungan pun dari wasiat itu.",Surat Wasiat,Kecakapan Untuk Membuat Surat Wasiat Atau Untuk Memperoleh Keuntungan Dan Surat Itu
Pasal 913,"Legitieme portie atau bagian warisan menurut undang-undang ialah bagian dan harta benda yang harus diberikan kepada para ahli waris dalam garis lurus menurut undang-undang, yang terhadapnya orang yang meninggal dunia tidak boleh menetapkan sesuatu, baik sebagai hibah antara orang-orang yang masih hidup, maupun sebagai wasiat.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 914,"Bila pewaris hanya meninggalkan satu orang anak sah dalam garis ke bawah, maka legitieme portie itu terdiri dari seperdua dari harta peninggalan yang sedianya akan diterima anak itu pada pewarisan karena kematian.Bila yang meninggal meninggalkan dua orang anak, maka legitieme portie untuk tiap-tiap anak adalah dua pertiga bagian dari apa yang sedianya akan diterima tiap anak pada pewarisan karena kematian.Dalam hal orang yang meninggal dunia meninggalkan tiga orang anak atau lebih, maka legitieme portie itu tiga perempat bagian dari apa yang sedianya akan diterima tiap anak pada pewarisan karena kematian.Dengan sebutan anak-anak dimaksudkan juga keturunan-keturunan mereka dalam derajat seberapa pun tetapi mereka ini hanya dihitung sebagai pengganti anak yang mereka wakili dalam mewarisi warisan pewaris.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 915,Dalam garis ke atas legitieme portie itu selalu sebesar separuh dari apa yang menurut undang- undang menjadi bagian tiap-tiap keluarga sedarah dalam garis itu pada pewarisan karena kematian.,Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 916,"Legitieme portie dan anak yang lahir di luar perkawinan tetapi telah diakui dengan sah, ialah seperdua dari bagian yang oleh undang-undang sedianya diberikan kepada anak di luar kawin itu pada pewarisan karena kematian.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 916a,"Dalam hal untuk menghitung legitieme portie harus diperhatikan para ahli waris yang menjadi ahli waris karena kematian tetapi bukan legitimaris (ahli waris menurut undang-undang), maka bila kepada orang-orang lain daripada ahli waris termasud itu dihibahkan, baik dengan akta semasa hidup maupun dengan surat wasiat, jumlah yang lebih besar daripada bagian yang dapat dikenakan penetapan bila para ahli waris demikian tidak ada, hibah-hibah yang dimaksud itu harus dipotong sampai sama dengan jumlah yang diperbolehkan tersebut dan tuntutan untuk itu harus dilancarkan oleh dan untuk kepentingan para legitimaris dan para ahli waris mereka atau pengganti mereka.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 917,"Bila keluarga sedarah dalam garis ke atas dan garis ke bawah dan anak-anak di luar kawin yang diakui menurut undang-undang tidak ada, maka hibah-hibah dengan akta yang diadakan antara mereka yang masih hidup atau dengan surat wasiat, dapat mencakup seluruh harta peninggalan.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 918,"Bila penetapan dengan akta antara mereka yang masih hidup atau dengan surat wasiat itu berupa hak pakai hasil atau berupa bunga cagak hidup, yang jumlahnya merugikan legitieme portie, maka para ahli waris yang berhak memperoleh bagian warisan itu boleh memilih untuk melaksanakan penetapan itu untuk melepaskan hak milik atas bagian yang dapat dikenakan penetapan kepada mereka yang memperoleh hibah atau legataris.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 919,"Bagian yang boleh digunakan secara bebas, boleh dihibahkan, baik seluruhnya maupun sebagian, baik dengan akta antara yang masih hidup maupun dengan surat wasiat, baik kepada orang-orang bukan ahli waris maupun anak-anaknya atau kepada orang lain yang mempunyai hak atas warisan itu, tetapi tanpa mengurangi keadaan-keadaan di mana orang-orang tersebut terakhir inil sehubungan dengan Bab XVII buku ini berkewajiban untuk memperhitungkan kembali.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 920,"Pemberian-pemberian atau hibah-hibah, baik antara yang masih hidup maupun dengan surat wasiat, yang merugikan bagian legitieme portie, boleh dikurangi pada waktu terbukanya warisan itu, tetapi hanya atas tuntutan para legitimaris dan para ahli waris mereka atau pengganti mereka.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 921,"Untuk menentukan besarnya legitieme portie, pertama-tama hendaknya dijumlahkan semua harta yang ada pada waktu si pemberi atau pewanis meninggal dunia  kemudian ditambahkan jumlah barang-barang yang telah dihibahkan semasa ia masih hidup, dinilai menurut keadaan pada waktu meninggalnya si penghibah akhirnya  setelah dikurangkan utang-utang dan seluruh harta peninggalan itu, dihitunglah dan seluruh harta itu berapa bagian warisan yang dapat mereka tuntut, sebanding dengan derajat para legitimaris, dan dari bagian-bagian itu dipotong apa yang telah mereka terima dan yang meninggal, pun sekiranya mereka dibebaskan dan perhitungan kembali.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 922,"Pemindahtanganan suatu barang, baik dengan beban bunga cagak hidup maupun dengan beban memperjanjikan hak pakai hasil, kepada salah seorang ahli waris dalam garis lurus, harus dianggap sebagai hibah.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 923,"Bila barang yang dihibahkan telah hilang di luar kesalahan penerima sebelum meninggalnya penghibah, maka hal itu akan dimaksukkan dalam penjumlahan harta untuk menentukan besarnya legitieme portie.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 924,"Hibah-hibah semasa hidup sekali-kali tidak boleh dikurangi, kecuali bila ternyata bahwa semua harta benda yang telah diwasiatkan tidak cukup untuk menjamin legitieme portie. Bila hibah- hibah semasa hidup pewaris harus dikurangi, maka pengurangan harus dimulai dan hibah yang diberikan paling akhir, ke hibah-hibah yang dulu-dulu.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 925,"Pengembalian barang-barang yang tetap, yang harus dilakukan berkenaan dengan pasal yang lalu, harus terjadi dalam wujudnya, sekalipun ada ketentuan yang bertentangan.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
