Pasal,Isi,Bab,Bagian
Pasal 1602,Majikan wajib membayar upah buruh pada waktu yang ditentukan. ,Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601a,"Perjanjian kerja ialah suatu persetujuan bahwa pihak kesatu, yaitu buruh, mengikatkan diri untuk menyerahkan tenaganya kepada pihak lain, yaitu majikan, dengan upah selama waktu yang tertentu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601b,"Perjanjian pemborongan kerja ialah suatu persetujuan bahwa pihak kesatu, yaitu pemborong, mengikatkan diri untuk menyelesaikan suatu pekerjaan bagi pihak lain, yaitu pemberi tugas, dengan harga yang telah ditentukan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601c,"Jika suatu persetujuan mengandung sifat-sifat suatu perjanjian kerja dan persetujuan lain, maka baik ketentuan-ketentuan mengenai perjanjian kerja maupun ketentuan-ketentuan mengenai persetujuan lain yang sifat-sifatnya terkandung di dalamnya, keduanya berlaku  jika ada pertentangan antara kedua jenis ketentuan tersebut, maka yang berlaku adalah ketentuan- ketentuan mengenai perjanjian kerja.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601d,"Bila perjanjian kerja diadakan secara tertulis, maka biaya aktanya dan perongkosan lainnya harus ditanggung majikan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601e,"Jika pada waktu membuat perjanjian diberikan dan diterima uang panjar, maka kedua belah pihak tidak boleh membatalkan perjanjian itu dengan membiarkan uang panjar itu di tangan buruh (penerima panjar) atau dengan mengembalikan uang panjar itu kepada majikan (pemberi panjar). Uang panjar hanya dapat dikurangkan dari upah, jika perjanjian kerja diadakan untuk waktu lebih dari tiga bulan atau untuk waktu yang tak ditentukan dan ternyata berjalan selama lebih dari tiga bulan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601f,"Mengenai perjanjian kerja yang diadakan oleh seorang perempuan yang bersuami sebagai buruh, undang-undang menganggap perempuan itu telah memperoleh izin dari suaminya. Tanpa bantuan suaminya ia boleh melakukan segala perbuatan perjanjian itu, termasuk membayar segala penagihan dan menghadap Hakim. Ia berhak menerima atau menuntut apa saja yang disebut dalam perjanjian kerja untuk kepentingan keluarganya.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601g,"Anak yang belum dewasa mampu membuat perjanjian kerja sebagai buruh, jika ia dikuasakan untuk itu oleh walinya menurut undang-undang, baik dengan lisan maupun dengan tulisan. Surat kuasa lisan hanya berlaku untuk membuat suatu perjanjian kerja tertentu. Jika anak yang belum dewasa belum berusia 18 tahun, maka kuasa itu harus diberikan dihadapan majikan atau orang yang mewakilinya.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601h,"Jika anak yang belum dewasa, yang belum mampu membuat suatu perjanjian kerja, telah membuat perjanjian kerja dan karena itu selama enam minggu telah melakukan pekerjaan pada majikan tanpa rintangan dari walinya menurut undang-undang, maka ia dianggap telah diberi kuasa dengan lisan oleh walinya untuk membuat perjanjian kerja itu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601i,Suatu perjanjian kerja antara suami istri adalah batal.,Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601j,"Suatu reglemen (peraturan perusahaan) yang ditetapkan oleh majikan hanya mengikat buruh, jika buruh telah menyatakan setuju dengan reglemen itu dan juga telah memenuhi syarat-syarat berikut:  bahwa satu eksemplar lengkap reglemen itu telah diberikan kepada buruh dengan cumacuma oleh atau atas nama majikan;",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601k,"Jika selama hubungan kerja ditetapkan suatu reglemen baru atau diubah reglemen yang telah ada, maka reglemen baru atau reglemen yang telah diubah itu hanya mengikat buruh bila satu eksemplar Iengkap rancangannya, sebelum ditetapkan, disediakan selama suatu waktu dengan cuma-cuma untuk dibaca oleh buruh sehingga ia dapat mempertimbangkan isinya dengan seksama. Jika buruh, setelah reglemen baru atau reglemen yang diubah itu ditetapkan tidak dapat menyetujui, maka dalam waktu empat minggu sesudah mengetahui penetapan itu, ia dapat menuntut di muka Pengadilan, supaya perjanjian kerja dibatalkan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601l,"Suatu pernyataan dari pihak buruh bahwa ia mengikatkan diri untuk menyetujui tiap reglemen yang akan ditetapkan oleh majikan di kemudian hari atau tiap perubahan dalam suatu reglemen yang telah ada, adalah batal.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601m,"Dan ketentuan-ketentuan dalam reglemen itu, orang hanya boleh menyimpang jika ada perjanjian khusus yang tertulis mengenai hal itu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601n,"Setiap perjanjian antara majikan dan buruh yang bertentangan dengan suatu perjanjian perubahan kolektif yang mengikat kedua belah pihak satu sama lain, dapat dibatalkan atas tuntutan masing-masing dan mereka yang bersama-sama menjadi pihak dalam perjanjian perburuhan kolektif itu, kecuali pihak majikan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601o,"Untuk menghitung upah sehari yang ditetapkan dalam bentuk uang maka dalam bab ini satu hari ditetapkan 10 jam, satu minggu 6 hari, satu bulan 25 hari, dan satu tahun 300 hari. Jika upah seluruhnya atau sebagian ditetapkan dengan cara lain dan cara menurut jangka waktu, maka sebagai upah harian yang ditetapkan dalam jumlah uang harus diambil upah rata-rata dari buruh, dihitung selama 30 hari kerja yang telah lalu. Jika tidak dapat digunakan ukuran seperti itu, maka sebagai upah harus diambil upah yang biasa untuk pekerjaan yang paling mirip dalam hal sifat, tempat dan waktu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601p,"Upah buruh yang tidak tinggal di rumah majikan, tidak boleh ditetapkan selain dalam bentuk: uang;  makanan, bahan makanan, penerangan dan bahan bakar yang harus dipakai di tempat penyerahannya; pakaian yang harus dipakai dalam melakukan pekerjaan;",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601q,"Jika dalam perjanjian atau reglemen tidak ditetapkan jumlah upah oleh kedua belah pihak, maka buruh berhak untuk memperoleh upah sebanyak upah yang biasa di tempat itu bagi pekerjaan yang serupa dengan pekerjaannya. Jikalau kebiasaan seperti ini tidak ada di tempat itu, maka upah itu harus ditentukan dengan mengingat keadaan, menurut keadilan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601r,"Jika jumlah upah telah ditetapkan tetapi berlainan dari yang diperkenankan menurut Pasal 1601p, maka upah itu harus dianggap telah ditetapkan dalam bentuk uang dengan jumlah lima kali jumlah tersebut. Seluruh upah yang ditetapkan berupa uang itu hendaklah sesuai dengan ketentuan-ketentuan di atas tentang hal memperhitungkan uang upah itu, sehingga tidak boleh melebihi sepertiga kali jumlah upah yang biasanya atau menurut kepatutan harus diberikan pada pekerjaan yang semacam. Setiap perjanjian yang bertentangan dengan ketentuan pasal ini adalah batal.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601s,"Tiap perjanjian antara majikan atau seorang pegawainya atau kuasanya dan seorang buruh yang bekerja di bawah salah seorang dari mereka itu, yang mengikat diri buruh itu untuk menggunakan upah atau pendapatannya yang lain seluruhnya atau sebagian menurut cara tertentu atau untuk membeli barang-barang keperluannya di tempat tertentu atau dan orang tertentu, tidak diperbolehkan dan adalah batal. Dan ketentuan-ketentuan tersebut, dikecualikan perjanjian yang mengikutsertakan buruh dalam suatu dana, asal dana tersebut memenuhi syarat-syarat yang ditetapkan dalam undang-undang.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601t,"Jika buruh telah membuat suatu janji dalam suatu penjanjian dengan majikan, sedang perjanjian itu menurut pasal di atas tidak diperbolehkan dan batal, maka perbuatan itu tidak menimbulkan suatu perikatan. Buruh itu berhak menuntut kembali dari majikan tersebut pembayaran yang dipotong dari upahnya atau yang telah ia keluarkan sendiri dari sakunya seluruhnya dengan perjanjian tersebut, sedangkan uang yang telah ia terima dan majikan tidak wajib dikembalikan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601u,"Majikan hanya dapat mengenakan denda atas pelanggaran terhadap ketentuan dan perjanjian tertulis atau reglemen, jika ketentuan itu ditunjuk secara tegas dan dendanya disebut pula dalam perjanjian atau reglemen itu. Perjanjian atau reglemen yang memperjanjikan denda itu harus menyebutkan dengan seksama kegunaan denda itu. Uang denda, baik secara Iangsung maupun secara tidak langsung, sekali-kali tidak boleh digunakan untuk keuntungan pribadi majikan atau orang lain, yang dikuasakan olehnya untuk mengenakan denda kepada buruhnya.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601v,Untuk satu perbuatan majikan tidak boleh mengenakan denda sambil menuntut ganti rugi. Tiap perjanjian yang bertentangan dengan ketentuan ini adalah batal.,Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601w,"Jika salah satu pihak dengan sengaja atau karena kesalahannya berbuat bertentangan dengan salah satu kewajibannya, dan kerugian yang diderita oleh pihak lawan tidak dapat dinilai dengan uang, maka Pengadilan akan menetapkan suatu jumlah uang menurut keadilan sebagai ganti rugi.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1601x,"Suatu perjanjian yang mengurangi hak buruh, bahwa setelah mengakhiri hubungan kerja, ia tidak diperbolehkan untuk melakukan suatu pekerjaan tertentu, hanya sah jika dibuat dalam suatu perjanjian tertulis atau suatu reglemen dengan buruh yang telah dewasa.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602b,Tidak ada upah yang harus dibayar untuk waktu buruh tidak melakukan pekerjaan yang diperjanjikan.,Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602c,"Akan tetapi buruh berhak untuk meminta dan menerima upah, yang ditetapkan menurut lamanya buruh, bekerja untuk waktu yang tidak begitu lama, bila ÃÂ­a berhalangan melakukan pekerjaan karena sakit atau mengalami kecelakaan, kecuali bila sakitnya atau kecelakaan itu disebabkan oleh kesengajaan atau kebejatannya atau oleh cacat badan yang dengan sengaja diberi keterangan palsu pada waktu membuat perjanjian kepada majikan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602d,"Jika buruh tidak kehilangan haknya atas upah yang ditentukan menurut jangka waktu, jika ia telah bersedia melakukan pekerjaan yang dijanjikan. tetapi majikan tidak menggunakannya, baik karena salahnya sendiri, maupun karena halangan yang kebetulan terjadi mengenai dirinya pribadi. Ketentuan-ketentuan alinea kedua, kelima, keenam dan ketujuh dalam Pasal 160c berlaku juga dalam hal ini.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602e,"Bila banyak uang untuk membayar semua atau sebagian upah itu tergantung pada suatu pertelaan dan pembukuan majikan, maka buruh berhak meminta majikan memberitahukan surat-surat bukti, yang dianggap perlu untuk mengetahui jumlah upah buruhnya.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602f,"Untuk pembayaran upah yang menjadi hak buruh, kuasa termaksud dalam alinea pertama Pasal 1385 haruslah suatu kuasa tertulis. Jika dalam kuasa tertulis termaksud pada Pasal 1602g dimuat syarat bahwa upah yang ditetapkan berupa uang seluruhnya atau bagian, tidak akan dibayar kepada buruh di bawah umur, tetapi harus dibayar kepada wakilnya yang sah, maka orang mi dalam hal pembayaran upah atau bagian yang harus dibayar kepadanya. dianggap sebagai buruh.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602l,"Pembayaran upah yang ditetapkan dengan uang menurut lamanya kerja, harus dilakukan sebagai berikut: jika ditetapkan untuk tiap minggu atau waktu yang lebih pendek dari seminggu, dibayar setiap kali lewat seminggu  jika ditetapkan untuk waktu lebih dari seminggu tetapi kurang dari sebulan, dibayar setiap kali lewat waktu itu  jika di tetapkan untuk tiap bulan, dibayar setiap kali lewat sebulan  jika ditetapkan untuk waktu yang lebih lama dari satu bulan, dibayar tiap-tiap kali lewat satu triwulan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602m,"Pembayaran upah yang berupa uang, tetapi tidak menurut jangka waktu, harus dilakukan dengan memperhatikan ketentuan-ketentuan pasal yang lalu, dengan pengertian bahwa upah ini dianggap telah ditetapkan menurut waktu yang lazim dipakai dalam menentukan upah untuk pekerjaan, yang menurut sifat, tempat dan waktu paling mirip dengan pekerjaan yang upahnya akan dibayar itu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602n,"Jika upah berupa uang terdiri atas suatu jumlah, yang untuk penetapannya diperlukan surat keterangan yang terdapat dalam pembukuan majikan, maka pembayaran harus dilakukan tiap kali jumlah itu dapat ditetapkan dengan pengertian bahwa pembayaran harus dilakukan paling sedikit sekali setahun. Jika keterangan termaksud pada alinea pertama mengenai keuntungan yang diperoleh dalam perusahaan majikan atau dalam sebagian dari perusahaan itu, sedangkan menurut sifat perusahaan atau kebiasaan keuntungan tersebut baru ditetapkan setelah lewatnya waktu lebih dari satu tahun, maka dengan perjanjian tertulis atau dengan reglemen dapat dijanjikan bahwa pembayaran akan dilakukan tiap kali setelah diadakan penetapan itu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602o,"Jika upah berupa uang sebagian ditetapkan menurut lamanya waktu sedangkan sebagian lagi ditetapkan secara lain, atau jika upah ditetapkan sebagian demi sebagian menurut Iama waktu yang berbeda-beda maka untuk masing-masing bagian itu berlaku ketentuan-ketentuan pada pasal 1601l sampai 1602n.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602p,"Pada tiap pembayaran seluruh jumlah upah yang terutang harus dilunasi. Mengenai upah yang ditetapkan berupa uang yang tetapi tergantung pada hasil pekerjaan yang dilakukan, dengan perjanjian tertulis atau dengan reglemen dapat diperjanjikan, bahwa tiap kali tanpa mengurangi",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602q,"Jika upah yang ditetapkan berupa uang atau sebagian yang tersisa setelah upah itu dipotong dengan jumlah yang tidak perlu dibayar oleh majikan dan jumlah yang dituntut oleh pihak- pihak ketiga menurut ketentuan bab ini, tidak dibayar paling lambat pada hari kerja ketiga setelah hari pembayaran menurut Pasal-pasal 1602 1, 1602m dan 1602o, maka buruh, bila pembayaran tidak dilakukan karena kesalahan majikan, berhak atas tambahan upah untuk hari kerja keempat sampai hari kedelapan sebanyak lima persen sehari dan untuk hari-hari seterusnya satu persen sehari, dengan pengertian bahwa tambahan karena kelambatan itu tidak boleh melebihi separuh dan jumlah yang harus dibayarkan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602r,"Kecuali pada waktu berakhirnya hubungan kerja, terhadap tuntutan pembayaran upah, hanya boleh diadakan perjumpaan utang dengan utang buruh berikut:",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602s,"Bila upah buruh seluruhnya atau sebagian ditetapkan berupa pemondokan, pangan atau keperluan hidup lain, maka majikan wajib memenuhinya menurut kebiasaan setempat, asal sesuai dengan syarat-syarat kesehatan dan kesusilaan. Tiap perjanjian yang dapat menghapus atau membatasi kewajiban majikan ini, adalah batal.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602t,"Majikan yang untuk sementara waktu berhalangan memenuhi upah berupa pemondokan, pangan dan keperluan hidup lain, sedangkan halangan ini tidak disebabkan oleh perbuatan buruh sendiri, wajib memberikan suatu ganti rugi yang jumlahnya ditetapkan dengan persetujuan, atau jika tidak ada suatu perjanjian. menurut kebiasaan setempat.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602u,"Majikan wajib memberi kesempatan kepada buruh-buruh yang tinggal padanya tanpa memotong upahnya, untuk memenuhi kewajiban-kewajiban agamanya. begitu pula untuk menikmati istirahat dan pekerjaannya dengan cara yang ditetapkan dalam perjanjian atau jika perjanjian tidak ada, menurut kebiasaan setempat.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602v,"Majikan wajib mengatur pekerjaan sedemikian rupa sehingga buruh tidak bekerja pada hari Minggu dan pada hari-hari yang menurut kebiasaan setempat, sekedar mengenai pekerjaan yang diperjanjikan disamakan dengan hari Minggu.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602w,"Majikan wajib mengatur dan memelihara ruangan-ruangan, alat-alat dan perkakas yang dipakai untuk melakukan pekerjaan, dan pula wajib mengenal cara melakukan pekerjaan, mengadakan aturan-aturan serta memberi petunjuk-petunjuk sedemikian rupa sehingga buruh terlindung dari bahaya yang mengancam badan, kehormatan dan harta bendanya sebagaimana dapat dituntut mengenai sifat pekerjaan.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602x,"Jika seorang buruh yang tinggal padanya sakit atau mendapat kecelakaan semasa berlangsungnya hubungan kerja, tetapi paling lama dalam waktu enam minggu, maka majikan wajib mengurus perawatan dan pengobatan buruh dengan sepantasnya. bila hal ini belum diberikan berdasarkan peraturan lain. Ia berhak menuntut kembali biaya untuk itu dari buruh, tetapi biaya selama empat minggu pertama hanya dapat dituntut kembali bila sakit atau kecelakaan itu disebabkan oleh perbuatan sengaja atau perbuatan cabul buruh atau sebagai akibat dari suatu cacat badan yang pada waktu membuat perjanjian dengan sengaja telah diberi keterangan palsu oleh buruh itu. Tiap perjanjian yang mungkin akan mengakibatkan kewajiban-kewajiban itu dikecualikan atau dibatasi adalah batal.",Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602y,Pada umumnya seorang majikan wajib untuk melakukan atau tidak melakukan sesuatu yang dalam keadaan yang sama wajib dilakukan atau tidak dilakukan oleh seorang majikan yang baik.,Perjanjian Kerja,Kewajiban-Kewajiban Majikan
Pasal 1602z,"Si majikan diwajibkan pada waktu berakhirnya perhubungan kerja, atas permintaan si buruh, memberikan kepadanya sepucuk surat pernyataan yang ditandatangani olehnya.",Perjanjian Kerja,Tidak Terdapat Dalam Bagian
Pasal 1603,"Buruh wajib melakukan pekerjaan yang diperjanjikan menurut kemampuannya dengan sebaik- baiknya. Jika sifat dan luasnya pekerjaan yang harus dilakukan tidak dirumuskan dalam perjanjian atau reglemen, maka hal itu ditentukan oleh kebiasaan.",Perjanjian Kerja,Kewajiban Buruh
Pasal 1603a,"Buruh wajib melakukan sendiri pekerjaannya, hanya dengan izin majikan ia dapat menyuruh orang lain menggantikannya.",Perjanjian Kerja,Kewajiban Buruh
Pasal 1603b,"Buruh wajib menaati aturan-aturan pelaksana pekerjaan dan aturan-aturan yang dimaksudkan untuk perbaikan tata tertib perusahaan majikan yang diberikan oleh atau atas nama majikan dalam batas-batas aturan perundang-undangan, perjanjian atau reglemen, atau jika ini tidak ada, dalam batas-batas kebiasaan.",Perjanjian Kerja,Kewajiban Buruh
Pasal 1603c,Buruh yang tinggal menumpang di rumah majikan wajib berkelakuan menurut tata tertib rumah tangga majikan.,Perjanjian Kerja,Kewajiban Buruh
Pasal 1603d,Pada umumnya buruh wajib melakukan atau tidak melakukan segala sesuatu yang dalam keadaan yang sama seharusnya dilakukan atau tidak dilakukan oleh seorang buruh yang baik.,Perjanjian Kerja,Kewajiban Buruh
Pasal 1603e,"Hubungan kerja berakhir demi hukum, jika habis waktunya yang ditetapkan dalam perjanjian atau
            dalam peraturan undang-undang atau jika semuanya itu tidak ada, menurut kebiasaan.
            Pemberitahuan tentang pemutusan hubungan kerja dalam hal ini hanya diperlukan:
            1. jika hal itu dijanjikan dalam surat perjanjian atau dalam reglemen,
            2. jika menurut peraturan undang-undang atau menurut kebiasaan, juga dalam hal lamanya
            hubungan kerja ditetapkan sebelumnya, diharuskan adanya pemberitahuan tentang
            pemutusan itu dari kedua belah pihak, dalam hal yang diperbolehkan, tidak mengadakan
            penyimpangan dengan perjanjian tertulis atau dengan reglemen. ",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603f,"Jika hubungan kerja, setelah waktunya habis sebagaimana diuraikan pada alinea pertama Pasal 1603e diteruskan oleh kedua belah pihak tanpa bantahan, maka hubungan kerja itu dianggap diadakan lagi untuk waktu yang sama. Dalam hal hubungan kerja yang diperpanjang itu akan berlangsung untuk waktu kurang dari enam bulan maka hubungan kerja tersebut dianggap diadakan untuk waktu tidak tentu, hanya dengan syarat-syarat yang sama.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603g,"Jika lamanya hubungan kerja tidak ditentukan, baik dalam perjanjian atau reglemen, maupun dalam peraturan undang-undang atau menurut kebiasaan, maka hubungan kerja itu dipandang diadakan untuk waktu tidak tentu. Jika hubungan kerja diadakan untuk waktu yang tidak tentu atau sampai dinyatakan putus, tiap pihak berhak memutuskannya dengan pemberitahuan pemutusan hubungan kerja, asal diindahkan ketentuan kedua pasal berikut.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603h,"Pemberitahuan pemutusan hubungan kerja hanya boleh dilakukan menjelang hari lain dari hari terakhir suatu bulan takwim, adalah batal.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603i,"Kecuali dalam hal termaksud pada kedua alinea berikut pasal ini, dalam memutuskan hubungan kerja harus diindahkan suatu tenggang waktu selama satu bulan. Dalam suatu perjanjian atau dalam reglemen dapat ditetapkannya,. bahwa tenggang waktu termaksud pada alinea yang lalu, bagi buruh dapat diperpanjang untuk waktu paling lama satu bulan, jika hubungan kerja pada waktu pemberitahuan pemutusan hubungan kerja itu telah sedikit- dikitnya dua tahun terus-menerus.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603i,"Suatu perjanjian kerja baru yang diadakan seorang buruh dalam waktu empat minggu setelah berakhirnya hubungan kerja sebelumnya, tidak peduli apakah hubungan kerja yang lalu itu diadakan untuk waktu tertentu atau waktu tidak tentu, dengan majikan yang sama dan untuk waktu tertentu yang kurang dari enam bulan, dipandang diadakan untuk waktu tidak tentu.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603i,"Hubungan kerja dengan majikan yang sama, yang terputus dalam waktu kurang dari empat minggu, atau yang segera bersambung dengan cara termaksud pada Pasal 603 f, sepanjang mengenai tenggang waktu pernyataan pemutusan termaksud Pasal 16031, dipandang sebagai hubungan kerja yang terus-menerus.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603j,Hubungan kerja berakhir dengan meninggalnya buruh.,Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603k,"Hubungan kerja berakhir dengan meninggalnya majikan, kecuali jika dari perjanjian dapat disimpulkan sebaliknya. Akan tetapi baik ahli waris majikan maupun buruh, berwenang memutuskan hubungan kerja yang diadakan dalam waktu tertentu dengan memberitahukan pemutusan sesuai dengan Pasal 1603 h dan 1603 i, seolah-olah hubungan kerja tersebut diadakan untuk waktu tidak tentu.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603l,"Jika diperjanjikan suatu masa percobaan, maka selama waktu itu tiap pihak berwenang memutuskan hubungan kerja dengan pernyataan pemutusan. Tiap perjanjian yang menetapkan masa percobaan yang tidak sama Iamanya bagi kedua belah pihak atau lebih lama dari tiga bulan dan juga tiap janji yang mengadakan suatu masa percobaan baru bagi pihak-pihak yang sama, adalah batal.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603m,"Jika wali dan anak yang masih di bawah umur berpendapat bahwa perjanjian kerja yang diadakan oleh anak di bawah umur itu akan atau telah mempunyai akibat yang merugikan baginya, atau bahwa syarat-syarat yang tercantum dalam Pasal 1601 g tidak terpenuhi, maka ia boleh mengajukan surat permohonan kepada Pengadilan di tempat kediaman sebenarnya akan yang masih di bawah umur itu, agar perjanjian itu dinyatakan putus Pengadilan tidak boleh meluluskan permohonan itu sebelum mendengar atau memanggil dengan sah anak yang masih di bawah umur itu, majikan, dan juga Balai Harta Peninggalan dalam hal anak yang masih di bawah umur itu berada di bawah perwalian dan Balai Harta Peninggalan itu ditugaskan sebagai wali pengawas.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603n,"Masing-masing pihak dapat memutuskan hubungan kerja tanpa pemberitahuan pemutusan hubungan kerja atau tanpa mengindahkan aturan-aturan yang berlaku bagi pemberitahuan pemutusan hubungan kerja  tetapi pihak yang berbuat demikian tanpa persetujuan pihak lain, bertindak secara bertentangan dengan hukum, kecuali bila ia sekaligus membayar ganti rugi kepada pihak lain atas dasar ketentuan Pasal 1063q, atau ia memutuskan hubungan kerja secara demikian dengan alas dan mendesak yang seketika itu diberitahukan kepada pihak lain.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603o,"Bagi majikan, yang dipandang sebagai alasan-alasan mendesak dalam arti pasal yang lalu adalah perbuatan-perbuatan, sifat-sifat atau sikap buruh yang sedemikian rupa, sehingga mengakibatkan, bahwa tidak pantaslah majikan diharapkan untuk meneruskan hubungan kerja. Alasan-alasan mendesak dapat dianggap ada, antara lain",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603p,"Bagi buruh, yang dipandang sebagai alasan-alasan mendesak dalam arti Pasal 1603 n adalah keadaan yang sedemikian rupa, sehingga mengakibatkan bahwa tidak pantaslah buruh diharapkan untuk meneruskan hubungan kerja. Alasan-alasan mendesak dapat dianggap ada. Antara lain: jika majikan menganiaya, menghina secara kasar atau melakukan ancaman yang membahayakan buruh, anggota keluarga atau anggota rumah tangga buruh, atau membiarkan perbuatan semacam itu dilakukan oleh anggota rumah tangga atau buruh lain bawahannya;",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603q,"Ganti rugi termaksud pada pasal 1601k dan 1601n dalam hal suatu hubungan kerja diadakan atau dianggap diadakan untuk waktu tidak tentu, adalah sama dengan jumlah upah yang harus dibayar sampai pada hari berikut sesudah hari putusnya hubungan kerja dengan pernyataan pemutusan tersebut. Dalam hal hubungan kerja diadakan untuk waktu tertentu, ganti rugi itu adalah sama dengan jumlah upah untuk jangka waktu hubungan kerja yang menurut Pasal- pasal 1603 e dan 1603 f seharusnya berlangsung terus.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
Pasal 1603r,"Jika salah satu pihak memutuskan hubungan kerja tanpa pernyataan pemutusan hubungan kerja atau tanpa mengindahkan ketentuan-ketentuan yang berlaku bagi pernyataan pemutusan hubungan kerja, sambil membayar ganti rugi kepada pihak lainnya menurut ketentuan- ketentuan alinea pertama pasal yang lalu, maka pihak lain tersebut, jika hal itu terjadi dalam keadaan yang sedemikian rupa sehingga kerugian yang diderita tidak dapat dianggap cukup diganti dengan ganti rugi yang diterima itu, berhak menuntut ganti rugi lagi di muka Pengadilan.",Perjanjian Kerja,Berbagai Cara Berakhirnya Hubungan Kerja Yang Terjadi Karena Perjanjian Kerja
