Pasal,Isi,Bab,Bagian
Pasal 274,"Bila orang tua, sebelum atau pada waktu melakukan perkawinan telah lalai untuk mengakui anak di luar kawin, kelalaian mereka ini dapat diperbaiki dengan surat pengesahan dari Presiden, yang diberikan setelah mendengar nasihat Mahkamah Agung.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengesahan Anak-Anak Luar Kawin
Pasal 275,"Dengan cara yang sama seperti yang diatur dalam pasal yang lalu, dapat juga disahkan anak di luar kawin yang telah diakui menurut undang-undang; bila anak itu lahir dari orang tua, yang karena kematian salah seorang dari mereka, Perkawinan mereka tidak jadi dilaksanakan; bila anak itu dilahirkan oleh seorang ibu, yang termasuk golongan Indonesia atau yang disamakan dengan golongan itu;",Kebapakan Dan Asal Keturunan Anak-Anak,Pengesahan Anak-Anak Luar Kawin
Pasal 277,"Pengesahan anak, baik dengan menyusulnya perkawinan orang-tuanya maupun dengan surat pengesahan menurut Pasal 274, menimbulkan akibat, bahwa terhadap anak-anak itu berlaku ketentuan undang-undang yang sama, seakan-akan mereka dilahirkan dalam perkawinan itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengesahan Anak-Anak Luar Kawin
Pasal 278,"Dalam hal-hal yang diatur dalam Pasal 275, pengesahan itu hanya berlaku mulai dari diberikannya surat pengesahan Presiden  hal itu tidak boleh berakibat merugikan anak-anak sah sebelumnya dalam hal pewarisan, demikian pula hal itu tidak berlaku bagi keluarga sedarah lainnya dalam hal pewarisan, kecuali bila mereka yang terakhir ini telah menyetujui pemberian surat pengesahan itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengesahan Anak-Anak Luar Kawin
Pasal 279,"Dengan cara yang sama dan menurut ketentuan yang sama seperti yang tercantum dalam pasal-pasal yang lalu, anak yang telah meninggal dan meninggalkan keturunan, boleh juga disahkan;  pengesahannya itu berakibat menguntungkan keturunan itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengesahan Anak-Anak Luar Kawin
Pasal 280,"Dengan pengakuan terhadap anak di luar kawin, terlahirlah hubungan perdata antara anak itu dan bapak atau ibunya.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 281,"Pengakuan terhadap anak di luar kawin dapat dilakukan dengan suatu akta otentik, bila belum diadakan dalam akta kelahiran atau pada waktu pelaksanaan perkawinan.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 282,"Pengakuan anak di luar kawin oleh orang yang masih di bawah umur tidak ada harganya, kecuali jika orang yang masih di bawah umur itu telah mencapai umur genap sembilan belas tahun, dan pengakuan itu bukan akibat dari paksaan, kekeliruan, penipuan atau bujukan.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 283,"Anak yang dilahirkan karena perzinaan atau penodaan darah (incest, sumbang), tidak boleh diakui tanpa mengurangi ketentuan Pasal 273 mengenai anak penodaan darah.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 284,"Tiada pengakuan anak di luar kawin dapat diterima selama ibunya masih hidup, meskipun ibu termasuk golongan Indonesia atau yang disamakan dengan golongan itu, bila ibu tidak menyetujui pengakuan itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 285,"Pengakuan yang diberikan oleh salah seorang dari suami isteri selama perkawinan untuk kepentingan seorang anak di luar kawin, yang dibuahkan sebelum perkawinan dengan orang lain dari isteri atau suaminya, tidak dapat mendatangkan kerugian, baik kepada suami atau isteri maupun kepada anak-anak yang dilahirkan dari perkawinan itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 286,"Setiap pengakuan yang dilakukan oleh bapak atau ibu, begitupun setiap tuntutan yang dilancarkan oleh pihak anak, boleh ditentang oleh semua mereka yang berkepentingan dalam hal itu.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 287,Dilarang menyelidiki siapa bapak seorang anak.,Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 288,"Menyelidiki siapa ibu seorang anak, diperkenankan.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 289,"Tiada seorang anak pun diperkenankan menyelidiki siapa bapak atau ibunya, dalam hal-hal di mana menurut Pasal 283 pengakuan tidak boleh dilakukan.",Kebapakan Dan Asal Keturunan Anak-Anak,Pengakuan Anak-Anak Luar Kawin
Pasal 290,"Kekeluargaan sedarah adalah pertalian kekeluargaan antara orang-orang di mana yang seorang adalah keturunan dan yang lain, atau antara orang-orang yang mempunyai bapak asal yang sama.Hubungan kekeluargaan sedarah dihitung dengan jumlah kelahiran, setiap kelahiran disebut derajat.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 291,"Urusan derajat yang satu dengan derajat yang lain disebut garis. Garis lurus adalah urutan derajat antara orang-orang, di mana yang satu merupakan keturunan yang lain, garis menyimpang ialah urutan derajat antara orang-orang, di mana yang seorang bukan keturunan dari yang lain tetapi mereka mempunyai bapak asal yang sama.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 292,"Dalam garis lurus, dibedakan garis lurus ke bawah dan garis lurus ke atas.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 293,"Dalam garis lurus derajat-derajat antara dua orang dihitung menurut banyaknya kelahiran  dengan demikian, dalam garis ke bawah, seorang anak, dalam pertalian dengan bapaknya ada dalam derajat pertama, seorang cucu ada dalam derajat kedua, dan demikianlah seterusnya  sebaliknya dalam garis ke atas, seorang bapak dan seorang kakek, sehubungan dengan anak dan cucu, ada dalam derajat pertama dan kedua, dan demikianlah seterusnya.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 294,"Dalam garis menyimpang, derajat-derajat dihitung dengan banyaknya kelahiran, mula-mula antara keluarga sedarah yang satu dan bapak asal yang sama dan terdekat dan selanjutnya antara yang terakhir ini dan keluarga sedarah yang lain  dengan demikian, dua orang bersaudara ada dalam derajat kedua paman dan keponakan ada dalam derajat ketiga, saudara sepupu ada dalam derajat keempat, dan demikian seterusnya.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 295,"Kekeluargaan semenda adalah satu pertalian kekeluargaan karena perkawinan, yaitu pertalian antara salah seorang dari suami isteri dan keluarga sedarah dari pihak lain.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 296,Derajat kekeluargaan semenda dihitung dengan cara yang sama seperti cara menghitung derajat kekeluargaan sedarah.,Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 297,"Dengan terjadinya suatu perceraian, kekeluargaan semenda antara salah satu dari suami isteri dan para keluarga sedarah dari pihak yang lain tidak dihapuskan.",Kekeluargaan Sedarah Dan Semenda,Tidak terdapat Dalam Bagian
Pasal 298,"Setiap anak, berapa pun juga umurnya, wajib menghormati dan menghargai orang tuanya.Orang tua wajib memelihara dan mendidik anak-anak mereka yang masih di bawah umur. Kehilangan kekuasaan orang tua atau kekuasaan wali tidak membebaskan mereka dari kewajiban untuk memberi tunjangan menurut besarnya pendapat mereka guna membiayai pemeliharaan dan pendidikan anak-anak mereka itu. Bagi yang sudah dewasa berlaku ketentuan-ketentuan yang terdapat dalam Bagian 3 bab ini.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 299,"Selama perkawinan orang tuanya, setiap anak sampai dewasa tetap berada dalam kekuasaan kedua orang tuanya, sejauh kedua orang tua tersebut tidak dilepaskan atau dipecat dari kekuasaan itu.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 300,"Kecuali jika terjadi pelepasan atau pemecatan dan berlaku ketentuan-ketentuan mengenai pisah meja dan ranjang, bapak sendiri yang melakukan kekuasaan itu.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 301,"Tanpa mengurangi ketentuan dalam hal pembubaran perkawinan setelah pisah meja dan ranjang, perceraian perkawinan, serta pisah meja dan ranjang, orang tua itu wajib untuk tiap- tiap minggu, tiap-tiap bulan dan tiap-tiap tiga bulan, membayar kepada dewan wali sebanyak yang ditetapkan oleh Pengadilan Negeri atas tuntutan dewan itu, untuk kepentingan pemeliharaan dan pendidikan anak mereka yang di bawah umur, pun sekiranya mereka tidak mempunyai kekuasaan orang tua atau perwalian atas anak itu dan tidak dibebaskan atau dipecat dari itu.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 302,"Bila bapak atau ibu yang melakukan kekuasaan orang tua mempunyai alasan-alasan yang sungguh-sungguh untuk merasa tidak puas akan kelakuan anaknya, maka Pengadilan Negeri, atas permohonannya atau atas permohonan dewan wali, asal dewan ini diminta olehnya untuk itu dan melakukannya untuk kepentingannya, boleh memerintahkan penampungan anak itu selama waktu tertentu dalam suatu lembaga negara atau swasta yang ditunjuk oleh Menteri Kehakiman.  penampungan itu tidak boleh diperintahkan untuk lebih lama dari enam bulan berturut-turut, bila pada waktu penetapan itu anak belum mencapai umur empat belas tahun, atau bila pada waktu penetapan itu dicapai umur tersebut, paling lama satu tahun dan sekali-kali tidak boleh melewati saat dia mencapai kedewasaan.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 303,"Bila anak itu tidak menghadap untuk didengar pada hari yang ditentukan, Pengadilan Negeri harus menunda pemeriksaan itu sampai hari yang kemudian ditentukan, dan harus memerintahkan agar hari itu anak dibawa kehadapannya oleh juru sita atau polisi. penetapan ini dilaksanakan atas perintah kejaksaan,  bila ternyata hari itu anak tidak menghadap, maka Pengadilan Negeri tanpa mendengar anak, boleh memerintahkan penampungan atau menolaknya.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 304,"Dengan penetapan Menteri Kehakiman, anak itu sewaktu-waktu boleh dilepaskan dan lembaga seperti yang dimaksud Pasal 302, bila alasan penampungan itu tidak ada lagi atau bila keadaan jasmaninya atau keadaan rohaninya tidak mengizinkan untuk tinggal lebih lama lagi di situ.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 306,Anak di luar kawin yang diakui sebagai sah sama sekali berada di bawah perwalian.,Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Pribadi Anak
Pasal 307,"Orang yang melakukan kekuasaan orang tua terhadap seorang anak yang masih di bawah umur, harus mengurus barang-barang kepunyaan anak tersebut, dengan tidak mengurangi ketentuan Pasal 237 dan alinea terakhir Pasal 319e.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 308,"Orang yang berdasarkan kekuasaan orang tua wajib mengurus barang-barang anak-anaknya, harus bertanggung jawab, baik atas hak milik barang-barang itu maupun atas pendapatan dari barang-barang demikian yang tidak boleh dinikmatinya.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 309,"Dia tidak boleh memindahtangankan barang-barang anak-anaknya yang masih di bawah umur, kecuali dengan mengindahkan peraturan-peraturan yang diatur dalam Bab XV Buku Pertama mengenai pemindahtanganan barang-barang kepunyaan anak-anak di bawah umur.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 310,"Dalam hal-hal di mana dia mempunyai kepentingan yang bertentangan dengan kepentingan anak-anaknya yang masih di bawah umur, maka anak-anak ini harus diwakili oleh pengampu khusus yang diangkat untuk itu oleh Pengadilan Negeri.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 311,"Bapak atau ibu yang melakukan kekuasaan orang tua atau perwalian, berhak menikmati hasil dan barang-barang anak-anaknya yang belum dewasa.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 312,"Dengan hak menikmati hasil itu, terkait kewajiban-kewajiban: hal-hal yang diwajibkan bagi pemegang hak pakai hasil; pemeliharaan dan pendidikan anak-anak itu, sesuai dengan harta kekayaan mereka yang disebut terakhir; pembayaran semua angsuran dan bunga atas uang pokok; biaya penguburan anak.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 313,"Hak menikmati hasil tidak terjadi: terhadap barang-barang yang diperoleh anak-anak itu sendiri dari pekerjaan dan usaha sendiri; terhadap barang-barang yang dihibahkan dengan akta semasa pewaris masih hidup atau dihibahkan dengan wasiat kepada mereka, dengan persyaratan tegas, bahwa kedua orang tua mereka tidak berhak menikmati hasilnya",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 314,Hak menikmati hasil terhenti dengan kematian anak-anak itu.,Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 315,"Bapak atau ibu yang hidup terlama, sekiranya telah lalai untuk menyelenggarakan pendaftaran sesuai dengan Pasal 127, oleh kelalaian itu kehilangan hak menikmati hasil atas seluruh barang- barang kepunyaan anak-anaknya yang masih di bawah umur.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 318,"Bila hak menikmati hasil itu hilang berdasarkan Pasal 315, Pengadilan Negeri menetapkan pembayaran kepada orang tua yang hidup terlama suatu tunjangan tahunan dan pendapatan anak-anaknya agar dipergunakan untuk mengajukan pendidikan mereka selama mereka masih di bawah umur.",Kekuasaan Orang Tua,Akibat-Akibat Kekuasaan Orang Tua Terhadap Barang-Barang Anak
Pasal 319,"Bapak atau ibu anak-anak di luar kawin yang diakui secara sah, tidak mempunyai hak menikmati hasil atas barang-barang kepunyaan anak-anak itu.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319b,"Permohonan atau tuntutan yang dimaksud dalam pasal yang lalu, harus memuat peristiwa- peristiwa dan keadaan-keadaan yang menjadi dasarnya, dan diajukan bersama dengan surat- surat yang diperlukan sebagai bukti kepada Pengadilan Negeri di tempat tinggal orang tua yang dimintakan pembebasannya atau pemecatannya, atau bila tidak ada tempat tinggal yang demikian, kepada pengadilan negeri di tempat tinggalnya yang terakhir, atau bila permohonan atau tuntutan itu mengenai pembebasan atau pemecatan salah seorang dan orang tua yang diserahi tugas melakukan kekuasaan orang tua setelah pisah meja dan ranjang. Dalam permohonan atau tuntutan itu oleh Panitera Pengadilan harus dicatat terlebih dahulu pengajuannya. Kemudian salinan permohonan atau tuntutan itu beserta surat-surat tersebut di atas harus disampaikan secepatnya oleh panitera Pengadilan Negeri kepada dewan perwalian, kecuali bila permohonan atau tuntutan untuk pelepasan atau pemecatan itu diajukan oleh dewan perwalian sendiri.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319c,"Pengadilan Negeri mengambil keputusan, setelah mendengar atau memanggil dengan sah kedua orang tua dan keluarga sedarah atau semenda anak itu dan setelah mendengar dewan perwalian. Pengadilan Negeri boleh memerintahkan supaya saksi-saksi yang ditunjuk dan dipilih olehnya, baik dari keluarga sedarah atau semenda maupun dan luar mereka, dipanggil untuk didengar di bawah sumpah.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319d,"Semua panggilan dilakukan dengan cara seperti yang ditentukan dalam Pasal 333 bagi keluarga sedarah dan semenda, tetapi bila harus dilakukan panggilan terhadap seseorang yang tempat tinggalnya tidak diketahui, hal itu harus segera dipasang oleh Panitera dalam satu atau beberapa surat kabar yang ditunjuk oleh Pengadilan Negeri itu. Panggilan terhadap orang yang pembebasannya atau pemecatannya dan kekuasaan orang tua dimohon atau dituntut, harus disertai keterangan singkat tentang isi permohonan atau tuntutan itu, kecuali bila tempat tinggalnya tidak diketahui.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319e,"Selama pemeriksaan, setiap penduduk Indonesia yang berwenang untuk melakukan perwalian itu dan setiap pengurus perkumpulan, yayasan dan lembaga amal boleh mengajukan permohonan kepada pengadilan negeri supaya ditugaskan memangku perwalian itu. Pengadilan Negeri boleh memerintahkan pemanggilan mereka untuk didengar tentang surat permohonan itu. Alinea keempat Pasal 206 berlaku terhadap pemeriksaan orang-orang tersebut.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319f,"Pemeriksaan perkara ini berlangsung dalam sidang tertutup. Keputusan beserta alasan-alasannya harus diucapkan di muka umum sesegera mungkin setelah  pemeriksaan terakhir; keputusan ini boleh dinyatakan dapat dilaksanakan segera meskipun ada perlawanan atau banding, dengan atau tanpa jaminan, dan semuanya atas naskah aslinya. Bila orang yang dimohon atau dituntut pembebasannya atau pemecatannya itu atas panggilan tidak datang, maka ia boleh mengajukan perlawanan dalam tiga puluh hari setelah keputusan atau akta yang dibuat berdasarkan hal itu atau yang dibuat untuk melaksanakan hal itu  disampaikan kepadanya, atau setelah ia melakukan suatu perbuatan yang tak dapat tidak memberi kesimpulan bahwa keputusan atau permulaan pelaksanaannya telah diketahui olehnya. ",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319g,"Orang yang telah dilepaskan atau dipecat dan kekuasaan orang tua, baik atas permohonan sendiri ataupun atas permohonan mereka yang berwenang untuk memohon pembebasan atau pemecatan menurut Pasal 319a, atau atas tuntutan kejaksaan, boleh diberi kekuasaan orang tua kembali atau diangkat menjadi wali atas anak-anaknya yang masih di bawah umur, bila ternyata bahwa peristiwa-peristiwa yang telah mengakibatkan pembebasan atau pemecatan, tidak lagi",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319h,"Bila anak-anak yang masih di bawah umur tidak nyata-nyata berada dalam kekuasaan orang atau pengurus perkumpulan, yayasan atau lembaga amal, yang mendapat tugas melakukan kekuasaan orang tua atau perwalian berdasarkan keputusan hakim termaksud dalam bagian ini, atau dalam kekuasaan orang tua atau dewan perwalian yang mungkin kepadanya anak-anak itu dipercayakan berdasarkan penetapan termaksud dalam Pasal 319f, alinea kelima, maka dalam keputusan itu juga harus diperintahkan penyerahan anak-anak itu kepada pihak yang berdasarkan keputusan itu mendapat kekuasaan atas anak-anak yang masih di bawah umur itu.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319i,"Kejaksaan, baik jika terjadi peristiwa yang dapat menjadi alasan untuk mengadakan pemecatan dan kekuasaan orang tua, maupun jika ada anak di bawah umur yang terlantar atau tanpa pengawasan, berhak mempercayakan anak di bawah umur itu untuk sementara kepada dewan perwalian, sampai pengadilan mengangkat seorang pemangku kekuasaan orang tua atau perwalian, atau sampai pengadilan menetapkan tidak perlu diadakan pengangkatan dan ketetapan ini mendapat kekuatan tetap. Ketentuan alinea ketujuh dan kedelapan Pasal 319f berlaku dalam hal ini.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319j,"Orang yang dibebaskan atau dipecat dan kekuasaan orang tua, wajib memberi tunjangan kepada dewan perwalian untuk biaya pemeliharaan dan pendidikan anak-anak yang telah ditarik dan kekuasaannya, setiap minggu, setiap bulan, atau setiap tiga bulan, sebesar jumlah yang ditentukan oleh Pengadilan Negeri atas permohonan dewan perwalian.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319k,"Setiap keputusan yang mengandung pembebasan atau pemecatan dan kekuasaan orang tua, harus segera diberitahukan oleh panitera berupa salinan kepada pihak yang menerima kekuasaan orang tua itu atau kepada pihak yang ditugaskan untuk melakukan perwalian, demikian pula kepada dewan perwalian.Pemberitahuan yang sama harus dilakukan oleh panitera tentang penetapan-penetapan Pengadilan termaksud dalam Pasal yang lalu.",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 319m,"Segala surat-surat permohonan, tuntutan, penetapan. pemberitahuan dan semua surat lain yang dibuat untuk memenuhi ketentuan-ketentuan dalam bagian ini, bebas dan materai. Segala permohonan termaksud dalam bagian ini, yang diajukan oleh dewan perwalian, harus diperiksa oleh Pengadilan Negeri dengan cuma-cuma, dan salinan-salinan yang diminta oleh dewan-dewan itu untuk salinan-salinan yang diperintahkan kepadanya, harus diberikan oleh panitera kepada mereka secara bebas dan segala biaya. ",Kekuasaan Orang Tua,Pembebasan Dan Pemecatan Dan Kekuasaan Orang Tua
Pasal 320,"Anak tidak berhak menuntut kedudukan yang tetap dan orang tuanya dengan cara menyediakan segala sesuatu untuk itu sebelum ia kawin, atau dengan cara lain.",Kekuasaan Orang Tua,"Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 321,"Setiap anak wajib memberi nafkah orang tua dan keluarga sedarahnya dalam garis ke atas, bila mereka ini dalam keadaan miskin.",Kekuasaan Orang Tua,"Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 322,"Menantu laki-laki dan perempuan juga dalam hal-hal yang sama wajib memberi nafkah kepada mertua mereka, tetapi kewajiban ini berakhir: bila ibu mertua melangsungkan perkawinan kedua; bila suami atau isteri yang menimbulkan hubungan keluarga semenda itu, dan anak-anak dan perkawinan dengan isteri atau suaminya telah meninggal dunia",Kekuasaan Orang Tua,"Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 323,Kewajiban-kewajiban yang timbul dan ketentuan-ketentuan dua pasal yang lalu berlaku timbal balik.,Kekuasaan Orang Tua,"Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 326,"Bila orang yang wajib memberi nafkah itu membuktikan bahwa ia tidak mampu menyediakan uang untuk itu, Pengadilan Negeri dapat memerintahkan, setelah menyelidiki duduknya perkara, agar dia membawa orang yang wajib dipeliharanya ke rumahnya dan menyediakan kebutuhannya di sana.",Kekuasaan Orang Tua,"Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 329,Perjanjian-perjanjian di mana dilepaskan hak untuk menikmati nafkah adalah batal dan tidak berlaku.,"Penentuan, Perubahan Dan Pencabutan Tunjangan Nafkah","Kewajiban-Kewajiban Timbal Balik Antara Kedua Orangtua Atau Keluarga Sedarah Dalam
Garis Ke Atas Dan Anak-Anak Beserta Keturuna"
Pasal 329b,"Penetapan mengenai tunjangan, atas tuntutan pihak yang dihukum untuk membayar nafkah atau atas tuntutan pihak yang harus diberi nafkah, boleh diubah atau dicabut oleh Hakim.","Penentuan, Perubahan Dan Pencabutan Tunjangan Nafkah",Tidak terdapat Dalam Bagian
Pasal 330,"Yang belum dewasa adalah mereka yang belum mencapai umur genap dua puluh satu tahun dan tidak kawin sebelumnya. Bila perkawinan dibubarkan sebelum umur mereka genap dua puluh satu tahun, maka mereka tidak kembali berstatus belum dewasa.",Kebelumdewasaan Dan Perwalian,Kebelumdewasaan
Pasal 331,"Dalam setiap perwalian, hanya ada seorang wali, kecuali yang ditentukan dalam Pasal 351 dan 361. Perwalian untuk anak-anak dari bapak dan ibu yang sama, harus dipandang sebagai suatu perwalian, sejauh anak-anak itu mempunyai seorang wali yang sama. ",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
Pasal 331a,"Perwalian mulai berlaku; bila oleh Hakim diangkat seorang wali yang hadir, pada saat pengangkatan itu dilakukan, atau apabila pengangkatan itu dihadirinya, pada waktu pengangkatan diberitahukan kepadanya; bila seorang wali diangkat oleh salah satu dari orang tua, pada saat pengangkatan itu, karena meninggalnya pihak yang mengangkat, memperoleh kekuatan untuk berlaku dan pihak yang diangkat menyatakan kesanggupannya untuk menerima pengangkatan itu; bila seorang menjadi wali demi hukum, pada saat terjadinya peristiwa yang mengakibatkan perwalian itu",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
Pasal 331b,"Bila bagi anak-anak belum dewasa yang ada di bawah perwalian, diangkat seorang wali lain atau karena hukum orang lain menjadi wali, maka perwalian yang pertama berakhir pada saat perwalian lain mulai berlaku, kecuali jika hakim menentukan saat lain.",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
Pasal 332,"Kecuali apa yang ditentukan dalam pasal berikut, barangsiapa sehubungan dengan Bagian 8 dan 9 dalam bab ini tidak dikecualikan atau dibebaskan dari perwalian, wajib menerima perwalian tersebut. Bila orang yang diangkat menjadi wali menolak atau lalai menjalankan perwalian itu, balai harta peninggalan sebagai pengganti dan atas tanggung jawab wali, harus melakukan tindakan-tindakan sementara guna mengurus pribadi dan harta benda anak belum",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
Pasal 332a,"Baik orang yang diangkat menjadi wali oleh salah seorang dari kedua orang tua, maupun wanita bersuami yang diangkat oleh salah seorang dari kedua orang tua, maupun wanita bersuami yang diangkat menjadi wali, tidaklah wajib menerimanya. Pengangkatan itu tidak mengakibatkan suatu apa pun bila mereka tidak menyatakan sanggup menerima. Pernyataan ini harus dilakukan di kepaniteraan Pengadilan Negeri tempat tinggal anak yang belum dewasa dalam waktu enam puluh hari, setelah pengangkatan itu diberitahukan kepada mereka.",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
Pasal 332b,"Wanita bersuami tidak boleh menjadi wali tanpa bantuan atau izin tertulis dari suami. Bila suami telah memberikan bantuan atau izin atau bila ia kawin dengan wanita tersebut setelah perwalian dimulai, seperti halnya bila wanita tersebut menurut Pasal 112 atau Pasal 114 telah menerima perwalian itu berdasarkan kuasa Hakim, maka wali wanita bersuami itu, seperti tidak bersuami, berhak melakukan segala tindakan perdata berkenaan dengan perwalian itu dan bertanggung jawab atas tindakan-tindakan itu, tanpa pemberian kuasa atau bantuan apa pun juga. Perintah untuk melimpahkan perwalian kepada suatu perkumpulan, yayasan atau lembaga sosial memberikan kekuatan hukum kepada perjanjian-perjanjian yang dilakukan perempuan bersuami itu selaku pengurus perwalian tersebut tanpa adanya bantuan atau pemberian kuasa suaminya.",Kebelumdewasaan Dan Perwalian,Perwalian Pada Umumnya
